Time,VoltageFL,VoltageFR,VoltageBL,VoltageBR
497,1.73819,-2.84614,-2.84614,1.73819
498,1.67627,-2.84546,-2.84546,1.67627
499,1.61805,-2.84476,-2.84476,1.61805
500,1.56331,-2.84404,-2.84404,1.56331
501,1.51183,-2.8433,-2.8433,1.51183
502,1.46342,-2.84255,-2.84255,1.46342
503,1.4179,-2.84178,-2.84178,1.4179
504,1.37508,-2.84101,-2.84101,1.37508
505,1.33482,-2.84022,-2.84022,1.33482
506,1.29695,-2.83942,-2.83942,1.29695
507,1.26133,-2.83862,-2.83862,1.26133
508,1.22782,-2.83782,-2.83782,1.22782
509,1.19631,-2.83701,-2.83701,1.19631
510,1.16667,-2.8362,-2.8362,1.16667
511,1.13878,-2.83539,-2.83539,1.13878
512,1.11255,-2.83459,-2.83459,1.11255
513,1.08788,-2.83379,-2.83379,1.08788
514,1.06466,-2.833,-2.833,1.06466
515,1.04282,-2.83221,-2.83221,1.04282
516,1.02226,-2.83143,-2.83143,1.02226
517,1.00293,-2.83066,-2.83066,1.00293
518,0.984727,-2.8299,-2.8299,0.984727
519,0.937057,-2.82915,-2.82915,0.937057
520,0.826483,-2.8277,-2.8277,0.826483
521,0.593907,-2.82441,-2.82441,0.593907
522,0.124047,-2.81547,-2.81547,0.124047
523,-0.813951,-2.78171,-2.78171,-0.813951
524,-2.72831,-2.59438,-2.59438,-2.72831
525,-3.14302,-2.26092,-2.26092,-3.14302
526,-3.02176,-2.26112,-2.26112,-3.02176
527,-2.88127,-2.26328,-2.26328,-2.88127
528,-2.74857,-2.26644,-2.26644,-2.74857
529,-2.6234,-2.2703,-2.2703,-2.6234
530,-2.50529,-2.27493,-2.27493,-2.50529
531,-2.39378,-2.28041,-2.28041,-2.39378
532,-2.28843,-2.28678,-2.28678,-2.28843
533,-2.18883,-2.29407,-2.29407,-2.18883
534,-2.09463,-2.30229,-2.30229,-2.09463
535,-2.00549,-2.31141,-2.31141,-2.00549
536,-1.92113,-2.32141,-2.32141,-1.92113
537,-1.84129,-2.3322,-2.3322,-1.84129
538,-1.76573,-2.34372,-2.34372,-1.76573
539,-1.69427,-2.35584,-2.35584,-1.69427
540,-1.62671,-2.36844,-2.36844,-1.62671
541,-1.5629,-2.38139,-2.38139,-1.5629
542,-1.5027,-2.39454,-2.39454,-1.5027
543,-1.44596,-2.40777,-2.40777,-1.44596
544,-1.39255,-2.42092,-2.42092,-1.39255
545,-1.34236,-2.43389,-2.43389,-1.34236
546,-1.29524,-2.44655,-2.44655,-1.29524
547,-1.25107,-2.45882,-2.45882,-1.25107
548,-1.20971,-2.47062,-2.47062,-1.20971
549,-1.17105,-2.48189,-2.48189,-1.17105
550,-1.13493,-2.4926,-2.4926,-1.13493
551,-1.10123,-2.50272,-2.50272,-1.10123
552,-1.06981,-2.51224,-2.51224,-1.06981
553,-1.04054,-2.52116,-2.52116,-1.04054
554,-1.01329,-2.5295,-2.5295,-1.01329
555,-0.987925,-2.53726,-2.53726,-0.987925
556,-0.94513,-2.54448,-2.54448,-0.94513
557,-0.848763,-2.55692,-2.55692,-0.848763
558,-0.638227,-2.58499,-2.58499,-0.638227
559,-0.185721,-2.64311,-2.64311,-0.185721
560,0.7664,-2.73912,-2.73912,0.7664
561,2.68414,-2.81835,-2.81835,2.68414
562,3.03272,-2.83337,-2.83337,3.03272
563,2.89213,-2.83297,-2.83297,2.89213
564,2.75944,-2.83254,-2.83254,2.75944
565,2.63472,-2.8321,-2.8321,2.63472
566,2.51751,-2.83165,-2.83165,2.51751
567,2.40733,-2.83117,-2.83117,2.40733
568,2.30377,-2.83068,-2.83068,2.30377
569,2.20643,-2.83017,-2.83017,2.20643
570,2.11493,-2.82964,-2.82964,2.11493
571,2.02891,-2.82908,-2.82908,2.02891
572,1.94805,-2.8285,-2.8285,1.94805
573,1.87202,-2.8279,-2.8279,1.87202
574,1.80055,-2.82727,-2.82727,1.80055
575,1.73335,-2.82662,-2.82662,1.73335
576,1.67017,-2.82595,-2.82595,1.67017
577,1.61076,-2.82526,-2.82526,1.61076
578,1.5549,-2.82455,-2.82455,1.5549
579,1.50238,-2.82382,-2.82382,1.50238
580,1.45298,-2.82307,-2.82307,1.45298
581,1.40653,-2.82231,-2.82231,1.40653
582,1.36285,-2.82153,-2.82153,1.36285
583,1.32176,-2.82075,-2.82075,1.32176
584,1.28312,-2.81995,-2.81995,1.28312
585,1.24678,-2.81915,-2.81915,1.24678
586,1.2126,-2.81834,-2.81834,1.2126
587,1.18045,-2.81753,-2.81753,1.18045
588,1.15021,-2.81672,-2.81672,1.15021
589,1.12177,-2.81591,-2.81591,1.12177
590,1.09501,-2.8151,-2.8151,1.09501
591,1.06984,-2.8143,-2.8143,1.06984
592,1.04616,-2.8135,-2.8135,1.04616
593,1.02388,-2.81271,-2.81271,1.02388
594,1.00292,-2.81193,-2.81193,1.00292
595,0.983197,-2.81116,-2.81116,0.983197
596,0.931033,-2.81039,-2.81039,0.931033
597,0.810215,-2.80885,-2.80885,0.810215
598,0.556212,-2.80523,-2.80523,0.556212
599,0.0429605,-2.79503,-2.79503,0.0429605
600,-0.983582,-2.75412,-2.75412,-0.983582
601,-3.09051,-2.52568,-2.52568,-3.09051
602,-3.13476,-2.23443,-2.23443,-3.13476
603,-3.00981,-2.24354,-2.24354,-3.00981
604,-2.87076,-2.24545,-2.24545,-2.87076
605,-2.74019,-2.24867,-2.24867,-2.74019
606,-2.61703,-2.25254,-2.25254,-2.61703
607,-2.50081,-2.25718,-2.25718,-2.50081
608,-2.39109,-2.26264,-2.26264,-2.39109
609,-2.28742,-2.26896,-2.26896,-2.28742
610,-2.18943,-2.27616,-2.27616,-2.18943
611,-2.09675,-2.28425,-2.28425,-2.09675
612,-2.00907,-2.29321,-2.29321,-2.00907
613,-1.9261,-2.30301,-2.30301,-1.9261
614,-1.84758,-2.31356,-2.31356,-1.84758
615,-1.7733,-2.3248,-2.3248,-1.7733
616,-1.70305,-2.33661,-2.33661,-1.70305
617,-1.63664,-2.34887,-2.34887,-1.63664
618,-1.57393,-2.36146,-2.36146,-1.57393
619,-1.51477,-2.37425,-2.37425,-1.51477
620,-1.45901,-2.3871,-2.3871,-1.45901
621,-1.40653,-2.39989,-2.39989,-1.40653
622,-1.3572,-2.41249,-2.41249,-1.3572
623,-1.31088,-2.42481,-2.42481,-1.31088
624,-1.26746,-2.43675,-2.43675,-1.26746
625,-1.2268,-2.44825,-2.44825,-1.2268
626,-1.18878,-2.45925,-2.45925,-1.18878
627,-1.15325,-2.46972,-2.46972,-1.15325
628,-1.12009,-2.47962,-2.47962,-1.12009
629,-1.08916,-2.48895,-2.48895,-1.08916
630,-1.06176,-2.49771,-2.49771,-1.06176
631,-1.0519,-2.50548,-2.50548,-1.0519
632,-1.04493,-2.50805,-2.50805,-1.04493
633,-1.03885,-2.5099,-2.5099,-1.03885
634,-1.03312,-2.5115,-2.5115,-1.03312
635,-1.02761,-2.51301,-2.51301,-1.02761
636,-1.0223,-2.51445,-2.51445,-1.0223
637,-1.01717,-2.51583,-2.51583,-1.01717
638,-1.01221,-2.51716,-2.51716,-1.01221
639,-1.00743,-2.51844,-2.51844,-1.00743
640,-1.00281,-2.51966,-2.51966,-1.00281
641,-0.998356,-2.52084,-2.52084,-0.998356
642,-0.990767,-2.52197,-2.52197,-0.990767
643,-0.970976,-2.52404,-2.52404,-0.970976
644,-0.925192,-2.52975,-2.52975,-0.925192
645,-0.823908,-2.54311,-2.54311,-0.823908
646,-0.604277,-2.57247,-2.57247,-0.604277
647,-0.134209,-2.63215,-2.63215,-0.134209
648,0.851154,-2.72745,-2.72745,0.851154
649,2.84724,-2.80108,-2.80108,2.84724
650,3.11736,-2.81368,-2.81368,3.11736
651,3.01243,-2.81325,-2.81325,3.01243
652,2.87091,-2.81287,-2.81287,2.87091
653,2.7379,-2.81246,-2.81246,2.7379
654,2.61289,-2.81204,-2.81204,2.61289
655,2.49539,-2.8116,-2.8116,2.49539
656,2.38495,-2.81114,-2.81114,2.38495
657,2.28115,-2.81066,-2.81066,2.28115
658,2.18358,-2.81017,-2.81017,2.18358
659,2.09185,-2.80964,-2.80964,2.09185
660,2.00563,-2.8091,-2.8091,2.00563
661,1.92458,-2.80853,-2.80853,1.92458
662,1.84838,-2.80793,-2.80793,1.84838
663,1.77673,-2.80731,-2.80731,1.77673
664,1.70938,-2.80667,-2.80667,1.70938
665,1.64605,-2.806,-2.806,1.64605
666,1.5865,-2.80531,-2.80531,1.5865
667,1.53051,-2.8046,-2.8046,1.53051
668,1.47786,-2.80387,-2.80387,1.47786
669,1.42835,-2.80313,-2.80313,1.42835
670,1.38179,-2.80236,-2.80236,1.38179
671,1.338,-2.80158,-2.80158,1.338
672,1.29683,-2.8008,-2.8008,1.29683
673,1.2581,-2.8,-2.8,1.2581
674,1.22167,-2.79919,-2.79919,1.22167
675,1.18742,-2.79838,-2.79838,1.18742
676,1.1552,-2.79757,-2.79757,1.1552
677,1.12489,-2.79675,-2.79675,1.12489
678,1.09638,-2.79594,-2.79594,1.09638
679,1.06956,-2.79513,-2.79513,1.06956
680,1.04434,-2.79432,-2.79432,1.04434
681,1.02061,-2.79352,-2.79352,1.02061
682,0.998283,-2.79273,-2.79273,0.998283
683,0.973847,-2.79194,-2.79194,0.973847
684,0.905315,-2.79109,-2.79109,0.905315
685,0.751179,-2.78914,-2.78914,0.751179
686,0.430895,-2.78428,-2.78428,0.430895
687,-0.213781,-2.76913,-2.76913,-0.213781
688,-1.50939,-2.69838,-2.69838,-1.50939
689,-3.1716,-2.36163,-2.36163,-3.1716
690,-3.11744,-2.21886,-2.21886,-3.11744
691,-2.98595,-2.22536,-2.22536,-2.98595
692,-2.84998,-2.22761,-2.22761,-2.84998
693,-2.72214,-2.2309,-2.2309,-2.72214
694,-2.60156,-2.23485,-2.23485,-2.60156
695,-2.48778,-2.23955,-2.23955,-2.48778
696,-2.38035,-2.24504,-2.24504,-2.38035
697,-2.27886,-2.25137,-2.25137,-2.27886
698,-2.18292,-2.25855,-2.25855,-2.18292
699,-2.09219,-2.26658,-2.26658,-2.09219
700,-2.00636,-2.27544,-2.27544,-2.00636
701,-1.92515,-2.28508,-2.28508,-1.92515
702,-1.84832,-2.29545,-2.29545,-1.84832
703,-1.77564,-2.30645,-2.30645,-1.77564
704,-1.70692,-2.31798,-2.31798,-1.70692
705,-1.64198,-2.32993,-2.32993,-1.64198
706,-1.58066,-2.34219,-2.34219,-1.58066
707,-1.52282,-2.35461,-2.35461,-1.52282
708,-1.46831,-2.36708,-2.36708,-1.46831
709,-1.41701,-2.37948,-2.37948,-1.41701
710,-1.36879,-2.3917,-2.3917,-1.36879
711,-1.32353,-2.40365,-2.40365,-1.32353
712,-1.28108,-2.41523,-2.41523,-1.28108
713,-1.24134,-2.42639,-2.42639,-1.24134
714,-1.20416,-2.43707,-2.43707,-1.20416
715,-1.16941,-2.44725,-2.44725,-1.16941
716,-1.14853,-2.45688,-2.45688,-1.14853
717,-1.13873,-2.46258,-2.46258,-1.13873
718,-1.13101,-2.46516,-2.46516,-1.13101
719,-1.12399,-2.46722,-2.46722,-1.12399
720,-1.11729,-2.4691,-2.4691,-1.11729
721,-1.11083,-2.47089,-2.47089,-1.11083
722,-1.10459,-2.47261,-2.47261,-1.10459
723,-1.09857,-2.47427,-2.47427,-1.09857
724,-1.09275,-2.47587,-2.47587,-1.09275
725,-1.08712,-2.47741,-2.47741,-1.08712
726,-1.08168,-2.4789,-2.4789,-1.08168
727,-1.07643,-2.48033,-2.48033,-1.07643
728,-1.07136,-2.48172,-2.48172,-1.07136
729,-1.06646,-2.48305,-2.48305,-1.06646
730,-1.06172,-2.48433,-2.48433,-1.06172
731,-1.05715,-2.48556,-2.48556,-1.05715
732,-1.05273,-2.48674,-2.48674,-1.05273
733,-1.04847,-2.48788,-2.48788,-1.04847
734,-1.04435,-2.48898,-2.48898,-1.04435
735,-1.04037,-2.49003,-2.49003,-1.04037
736,-1.03653,-2.49105,-2.49105,-1.03653
737,-1.03283,-2.49202,-2.49202,-1.03283
738,-1.02925,-2.49295,-2.49295,-1.02925
739,-1.0258,-2.49385,-2.49385,-1.0258
740,-1.02247,-2.49471,-2.49471,-1.02247
741,-1.01925,-2.49553,-2.49553,-1.01925
742,-1.01615,-2.49632,-2.49632,-1.01615
743,-1.01315,-2.49707,-2.49707,-1.01315
744,-1.01027,-2.4978,-2.4978,-1.01027
745,-1.00748,-2.49849,-2.49849,-1.00748
746,-1.0048,-2.49915,-2.49915,-1.0048
747,-1.0022,-2.49979,-2.49979,-1.0022
748,-0.999706,-2.50039,-2.50039,-0.999706
749,-0.99671,-2.50097,-2.50097,-0.99671
750,-0.988315,-2.5017,-2.5017,-0.988315
751,-0.968437,-2.50404,-2.50404,-0.968437
752,-0.924038,-2.50978,-2.50978,-0.924038
753,-0.827264,-2.52275,-2.52275,-0.827264
754,-0.618776,-2.5508,-2.5508,-0.618776
755,-0.17371,-2.60773,-2.60773,-0.17371
756,0.759374,-2.70059,-2.70059,0.759374
757,2.65224,-2.7776,-2.7776,2.65224
758,3.10816,-2.7928,-2.7928,3.10816
759,3.06816,-2.79247,-2.79247,3.06816
760,3.02872,-2.79213,-2.79213,3.02872
761,2.9218,-2.79179,-2.79179,2.9218
762,2.78406,-2.79143,-2.79143,2.78406
763,2.65459,-2.79103,-2.79103,2.65459
764,2.53292,-2.79062,-2.79062,2.53292
765,2.41855,-2.79018,-2.79018,2.41855
766,2.31106,-2.78973,-2.78973,2.31106
767,2.21002,-2.78926,-2.78926,2.21002
768,2.11505,-2.78876,-2.78876,2.11505
769,2.02577,-2.78824,-2.78824,2.02577
770,1.94184,-2.78769,-2.78769,1.94184
771,1.86294,-2.78712,-2.78712,1.86294
772,1.78876,-2.78652,-2.78652,1.78876
773,1.71902,-2.7859,-2.7859,1.71902
774,1.65346,-2.78525,-2.78525,1.65346
775,1.59181,-2.78457,-2.78457,1.59181
776,1.53384,-2.78387,-2.78387,1.53384
777,1.47933,-2.78315,-2.78315,1.47933
778,1.42807,-2.78241,-2.78241,1.42807
779,1.37987,-2.78166,-2.78166,1.37987
780,1.33455,-2.78088,-2.78088,1.33455
781,1.29192,-2.7801,-2.7801,1.29192
782,1.25183,-2.7793,-2.7793,1.25183
783,1.21413,-2.77849,-2.77849,1.21413
784,1.17867,-2.77768,-2.77768,1.17867
785,1.14532,-2.77686,-2.77686,1.14532
786,1.11395,-2.77604,-2.77604,1.11395
787,1.08444,-2.77522,-2.77522,1.08444
788,1.05669,-2.7744,-2.7744,1.05669
789,1.03058,-2.77359,-2.77359,1.03058
790,1.00603,-2.77278,-2.77278,1.00603
791,0.982928,-2.77198,-2.77198,0.982928
792,0.927052,-2.77118,-2.77118,0.927052
793,0.795839,-2.76959,-2.76959,0.795839
794,0.518429,-2.76567,-2.76567,0.518429
795,-0.0438296,-2.75404,-2.75404,-0.0438296
796,-1.17239,-2.70418,-2.70418,-1.17239
797,-3.1569,-2.43081,-2.43081,-3.1569
798,-3.14472,-2.19645,-2.19645,-3.14472
799,-3.01996,-2.20557,-2.20557,-3.01996
800,-2.88345,-2.20744,-2.20744,-2.88345
801,-2.75536,-2.21057,-2.21057,-2.75536
802,-2.63453,-2.21429,-2.21429,-2.63453
803,-2.52055,-2.21873,-2.21873,-2.52055
804,-2.41295,-2.22393,-2.22393,-2.41295
805,-2.31131,-2.22992,-2.22992,-2.31131
806,-2.21527,-2.23672,-2.23672,-2.21527
807,-2.12446,-2.24434,-2.24434,-2.12446
808,-2.03858,-2.25276,-2.25276,-2.03858
809,-1.95733,-2.26194,-2.26194,-1.95733
810,-1.88048,-2.27183,-2.27183,-1.88048
811,-1.80778,-2.28234,-2.28234,-1.80778
812,-1.73904,-2.29339,-2.29339,-1.73904
813,-1.67408,-2.30487,-2.30487,-1.67408
814,-1.61274,-2.31666,-2.31666,-1.61274
815,-1.55485,-2.32866,-2.32866,-1.55485
816,-1.50029,-2.34074,-2.34074,-1.50029
817,-1.44892,-2.35279,-2.35279,-1.44892
818,-1.40061,-2.3647,-2.3647,-1.40061
819,-1.35524,-2.37638,-2.37638,-1.35524
820,-1.31267,-2.38774,-2.38774,-1.31267
821,-1.27278,-2.39872,-2.39872,-1.27278
822,-1.24646,-2.40927,-2.40927,-1.24646
823,-1.23484,-2.41622,-2.41622,-1.23484
824,-1.22578,-2.4192,-2.4192,-1.22578
825,-1.21756,-2.42158,-2.42158,-1.21756
826,-1.20972,-2.42376,-2.42376,-1.20972
827,-1.20216,-2.42583,-2.42583,-1.20216
828,-1.19486,-2.42784,-2.42784,-1.19486
829,-1.18779,-2.42978,-2.42978,-1.18779
830,-1.18096,-2.43165,-2.43165,-1.18096
831,-1.17436,-2.43347,-2.43347,-1.17436
832,-1.16797,-2.43355,-2.43355,-1.16797
833,-1.16189,-2.43334,-2.43334,-1.16189
834,-1.15605,-2.43309,-2.43309,-1.15605
835,-1.15041,-2.4328,-2.4328,-1.15041
836,-1.14495,-2.43249,-2.43249,-1.14495
837,-1.13968,-2.43215,-2.43215,-1.13968
838,-1.13459,-2.43179,-2.43179,-1.13459
839,-1.12966,-2.43141,-2.43141,-1.12966
840,-1.12491,-2.431,-2.431,-1.12491
841,-1.12031,-2.43057,-2.43057,-1.12031
842,-1.11587,-2.43012,-2.43012,-1.11587
843,-1.11158,-2.42965,-2.42965,-1.11158
844,-1.10744,-2.42915,-2.42915,-1.10744
845,-1.10343,-2.42863,-2.42863,-1.10343
846,-1.09957,-2.42809,-2.42809,-1.09957
847,-1.09584,-2.42752,-2.42752,-1.09584
848,-1.09223,-2.42694,-2.42694,-1.09223
849,-1.08875,-2.42633,-2.42633,-1.08875
850,-1.08539,-2.4257,-2.4257,-1.08539
851,-1.08215,-2.42505,-2.42505,-1.08215
852,-1.07902,-2.42437,-2.42437,-1.07902
853,-1.076,-2.42368,-2.42368,-1.076
854,-1.07309,-2.42297,-2.42297,-1.07309
855,-1.07028,-2.42223,-2.42223,-1.07028
856,-1.06757,-2.42147,-2.42147,-1.06757
857,-1.06495,-2.4207,-2.4207,-1.06495
858,-1.06243,-2.4199,-2.4199,-1.06243
859,-1.06,-2.41908,-2.41908,-1.06
860,-1.05766,-2.41825,-2.41825,-1.05766
861,-1.0554,-2.41739,-2.41739,-1.0554
862,-1.05322,-2.41651,-2.41651,-1.05322
863,-1.05112,-2.41561,-2.41561,-1.05112
864,-1.0491,-2.4147,-2.4147,-1.0491
865,-1.04716,-2.41376,-2.41376,-1.04716
866,-1.04528,-2.4128,-2.4128,-1.04528
867,-1.04348,-2.41183,-2.41183,-1.04348
868,-1.04174,-2.41083,-2.41083,-1.04174
869,-1.04007,-2.40982,-2.40982,-1.04007
870,-1.03846,-2.40879,-2.40879,-1.03846
871,-1.03692,-2.40773,-2.40773,-1.03692
872,-1.03543,-2.40666,-2.40666,-1.03543
873,-1.034,-2.40557,-2.40557,-1.034
874,-1.03263,-2.40446,-2.40446,-1.03263
875,-1.03131,-2.40333,-2.40333,-1.03131
876,-1.03004,-2.40218,-2.40218,-1.03004
877,-1.02882,-2.40102,-2.40102,-1.02882
878,-1.02766,-2.39983,-2.39983,-1.02766
879,-1.02654,-2.39863,-2.39863,-1.02654
880,-1.02546,-2.39741,-2.39741,-1.02546
881,-1.02443,-2.39617,-2.39617,-1.02443
882,-1.02345,-2.39491,-2.39491,-1.02345
883,-1.0225,-2.39363,-2.39363,-1.0225
884,-1.0216,-2.39233,-2.39233,-1.0216
885,-1.02073,-2.39101,-2.39101,-1.02073
886,-1.01991,-2.38968,-2.38968,-1.01991
887,-1.01912,-2.38832,-2.38832,-1.01912
888,-1.01837,-2.38695,-2.38695,-1.01837
889,-1.01765,-2.38556,-2.38556,-1.01765
890,-1.01696,-2.38415,-2.38415,-1.01696
891,-1.01631,-2.38272,-2.38272,-1.01631
892,-1.01569,-2.38127,-2.38127,-1.01569
893,-1.0151,-2.3798,-2.3798,-1.0151
894,-1.01454,-2.37832,-2.37832,-1.01454
895,-1.014,-2.37681,-2.37681,-1.014
896,-1.0135,-2.37529,-2.37529,-1.0135
897,-1.01302,-2.37375,-2.37375,-1.01302
898,-1.01257,-2.37218,-2.37218,-1.01257
899,-1.01214,-2.3706,-2.3706,-1.01214
900,-1.01174,-2.369,-2.369,-1.01174
901,-1.01137,-2.36738,-2.36738,-1.01137
902,-1.01101,-2.36574,-2.36574,-1.01101
903,-1.01068,-2.36408,-2.36408,-1.01068
904,-1.01037,-2.3624,-2.3624,-1.01037
905,-1.01008,-2.36071,-2.36071,-1.01008
906,-1.00981,-2.35899,-2.35899,-1.00981
907,-1.00956,-2.35725,-2.35725,-1.00956
908,-1.00933,-2.35549,-2.35549,-1.00933
909,-1.00912,-2.35372,-2.35372,-1.00912
910,-1.00893,-2.35192,-2.35192,-1.00893
911,-1.00876,-2.3501,-2.3501,-1.00876
912,-1.0086,-2.34826,-2.34826,-1.0086
913,-1.00846,-2.34641,-2.34641,-1.00846
914,-1.00833,-2.34453,-2.34453,-1.00833
915,-1.00822,-2.34263,-2.34263,-1.00822
916,-1.00813,-2.34071,-2.34071,-1.00813
917,-1.00805,-2.33877,-2.33877,-1.00805
918,-1.00799,-2.33681,-2.33681,-1.00799
919,-1.00794,-2.33483,-2.33483,-1.00794
920,-1.0079,-2.33283,-2.33283,-1.0079
921,-1.00788,-2.3308,-2.3308,-1.00788
922,-1.00787,-2.32876,-2.32876,-1.00787
923,-1.00787,-2.32669,-2.32669,-1.00787
924,-1.00789,-2.3246,-2.3246,-1.00789
925,-1.00791,-2.3225,-2.3225,-1.00791
926,-1.00795,-2.32037,-2.32037,-1.00795
927,-1.008,-2.31821,-2.31821,-1.008
928,-1.00806,-2.31604,-2.31604,-1.00806
929,-1.00813,-2.31384,-2.31384,-1.00813
930,-1.00822,-2.31162,-2.31162,-1.00822
931,-1.00831,-2.30938,-2.30938,-1.00831
932,-1.00841,-2.30712,-2.30712,-1.00841
933,-1.00852,-2.30483,-2.30483,-1.00852
934,-1.00864,-2.30253,-2.30253,-1.00864
935,-1.00877,-2.30019,-2.30019,-1.00877
936,-1.00892,-2.29784,-2.29784,-1.00892
937,-1.00906,-2.29546,-2.29546,-1.00906
938,-1.00922,-2.29306,-2.29306,-1.00922
939,-1.00939,-2.29064,-2.29064,-1.00939
940,-1.00956,-2.28819,-2.28819,-1.00956
941,-1.00975,-2.28572,-2.28572,-1.00975
942,-1.00994,-2.28323,-2.28323,-1.00994
943,-1.01014,-2.28071,-2.28071,-1.01014
944,-1.01034,-2.27816,-2.27816,-1.01034
945,-1.01056,-2.2756,-2.2756,-1.01056
946,-1.01078,-2.273,-2.273,-1.01078
947,-1.01101,-2.27039,-2.27039,-1.01101
948,-1.01124,-2.26775,-2.26775,-1.01124
949,-1.01149,-2.26508,-2.26508,-1.01149
950,-1.01174,-2.26239,-2.26239,-1.01174
951,-1.01199,-2.25967,-2.25967,-1.01199
952,-1.01226,-2.25693,-2.25693,-1.01226
953,-1.01253,-2.25417,-2.25417,-1.01253
954,-1.0128,-2.25137,-2.25137,-1.0128
955,-1.01309,-2.24855,-2.24855,-1.01309
956,-1.01338,-2.24571,-2.24571,-1.01338
957,-1.01367,-2.24284,-2.24284,-1.01367
958,-1.01397,-2.23994,-2.23994,-1.01397
959,-1.01428,-2.23702,-2.23702,-1.01428
960,-1.0146,-2.23407,-2.23407,-1.0146
961,-1.01492,-2.23109,-2.23109,-1.01492
962,-1.01524,-2.22809,-2.22809,-1.01524
963,-1.01558,-2.22505,-2.22505,-1.01558
964,-1.01591,-2.222,-2.222,-1.01591
965,-1.01626,-2.21891,-2.21891,-1.01626
966,-1.01661,-2.21579,-2.21579,-1.01661
967,-1.01696,-2.21265,-2.21265,-1.01696
968,-1.01732,-2.20948,-2.20948,-1.01732
969,-1.01769,-2.20628,-2.20628,-1.01769
970,-1.01806,-2.20306,-2.20306,-1.01806
971,-1.01844,-2.1998,-2.1998,-1.01844
972,-1.01882,-2.19652,-2.19652,-1.01882
973,-1.01921,-2.1932,-2.1932,-1.01921
974,-1.01961,-2.18986,-2.18986,-1.01961
975,-1.02001,-2.18649,-2.18649,-1.02001
976,-1.02042,-2.18309,-2.18309,-1.02042
977,-1.02083,-2.17965,-2.17965,-1.02083
978,-1.02125,-2.17619,-2.17619,-1.02125
979,-1.02167,-2.1727,-2.1727,-1.02167
980,-1.0221,-2.16918,-2.16918,-1.0221
981,-1.02253,-2.16563,-2.16563,-1.02253
982,-1.02327,-2.16204,-2.16204,-1.02327
983,-1.02468,-2.15834,-2.15834,-1.02468
984,-1.02624,-2.1544,-2.1544,-1.02624
985,-1.02787,-2.1504,-2.1504,-1.02787
986,-1.02955,-2.14633,-2.14633,-1.02955
987,-1.03129,-2.14222,-2.14222,-1.03129
988,-1.03307,-2.13804,-2.13804,-1.03307
